,Name,Rating,Reviews,Type,Head Quarter,Old,Employees
224,Tractors and Far...,4.1,(1.8k Reviews),Public,"Chennai,Tamil Nadu + 134 more",62 years old,5k-10k Employees (India)
225,Torrent Pharmace...,4.0,(1.8k Reviews),Public,"Ahmedabad,Gujrat + 85 more",51 years old,10k-50k Employees (India)
226,Tata Teleservice...,4.2,(1.7k Reviews),Public,"Mumbai,Maharashtra + 150 more",26 years old,201-500 Employees (India)
227,State Street Syn...,3.8,(1.7k Reviews),Private,Mumbai + 12 more,18 years old,501-1k Employees (India)
228,Bank of America,4.4,(2.9k Reviews),Private,Charlotte + 25 more,24 years old,10k-50k Employees (India)
229,Ceat Tyres,4.1,(1.8k Reviews),Public,"Mumbai,Maharashtra + 94 more",64 years old,5k-10k Employees (India)
230,RSPL Group,4.1,(1.7k Reviews),Private,"Mumbai,Maharashtra + 144 more",35 years old,1k-5k Employees (India)
231,Tata AIA Life In...,4.0,(1.7k Reviews),Private,"Mumbai,Maharashtra + 200 more",21 years old,10k-50k Employees (India)
232,ACC,4.0,(1.8k Reviews),Public,"Mumbai,Maharashtra + 170 more",86 years old,5k-10k Employees (India)
233,PNB MetLife,3.7,(1.7k Reviews),Private,"Mumbai,Maharashtra + 239 more",21 years old,5k-10k Employees (India)
234,ITC Infotech In...,3.6,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 42 more",22 years old,5k-10k Employees (India)
235,Ekart Logistics,4.2,(1.7k Reviews),Private,"San Francisco,California + 385 more",13 years old,5k-10k Employees (India)
236,Capita,3.9,(1.8k Reviews),Private,"Indore,Madhya Pradesh + 16 more",17 years old,1k-5k Employees (India)
237,RBL Bank,3.8,(1.7k Reviews),Public,"Mumbai,Maharashtra + 175 more",79 years old,10k-50k Employees (India)
238,Rivigo,3.8,(1.7k Reviews),Private,"Gurgaon,Haryana + 145 more",8 years old,1k-5k Employees (India)
239,Dabur,4.1,(1.7k Reviews),Public,"Ghaziabad,Uttar Pradesh + 189 more",138 years old,5k-10k Employees (India)
240,KPIT Technologie...,3.6,(1.7k Reviews),Public,"Pune,Maharashtra + 19 more",32 years old,5k-10k Employees (India)
241,Dilip Buildcon,4.1,(1.7k Reviews),Public,"Bhopal,Madhya Pradesh + 137 more",35 years old,10k-50k Employees (India)
242,Patanjali Ayurve...,4.0,(1.7k Reviews),Private,"Haridwar,Uttarakhand + 216 more",16 years old,5k-10k Employees (India)
243,Kotak Mahindara ...,3.9,(1.7k Reviews),Public,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India)
244,Publicis Sapien...,3.9,(1.7k Reviews),Private,"New York,New York + 15 more",32 years old,10k-50k Employees (India)
245,Radisson Hotels,3.9,(1.7k Reviews),Private,"Minnetonka,Minnesota + 88 more",113 years old,10k-50k Employees (India)
246,Apollo Tyres,4.2,(2.0k Reviews),Public,"Gurgaon/Gurugram,Haryana + 128 more",50 years old,5k-10k Employees (India)
247,Biocon Biologics...,3.9,(1.6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 55 more",44 years old,10k-50k Employees (India)
248,IndiGo,3.5,(1.7k Reviews),Private,"Boston,Massachusetts + 71 more",17 years old,10k-50k Employees (India)
249,HDFC Ergo Genera...,4.0,(1.6k Reviews),Public,"Mumbai,Maharashtra + 175 more",20 years old,5k-10k Employees (India)
250,Ola Cabs,3.5,(2.4k Reviews),Private,Bangalore + 84 more,12 years old,10k-50k Employees (India)
251,Berger Paints,3.8,(1.7k Reviews),Public,"Kolkata,West Bengal + 180 more",99 years old,1k-5k Employees (India)
252,JK Cement,4.1,(1.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 183 more",48 years old,1k-5k Employees (India)
253,Eureka Forbes,4.0,(1.6k Reviews),Private,"Mumbai,Maharashtra + 145 more",40 years old,5k-10k Employees (India)
254,Landmark Group,4.3,(4.9k Reviews),Private,"Dubai Marina,Dubai + 104 more",49 years old,1k-5k Employees (India)
255,GeBBS Healthcare...,3.9,(1.6k Reviews),Private,"Culver City,California + 11 more",17 years old,5k-10k Employees (India)
256,Max Healthcare,4.2,(1.7k Reviews),Partnership,"Delhi/NCR,New Delhi + 50 more",21 years old,1k-5k Employees (India)
257,Utkarsh Small Fi...,4.0,(1.6k Reviews),Public,"Varanasi,Uttar Pradesh + 208 more",13 years old,10k-50k Employees (India)
258,PolicyBazaar,3.7,(1.6k Reviews),Public,"Gurgaon,Haryana + 31 more",14 years old,5k-10k Employees (India)
259,Lifestyle,4.4,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 90 more",23 years old,10k-50k Employees (India)
260,Escorts Group,4.2,(1.8k Reviews),Public,"Faridabad,Haryana + 95 more",62 years old,10k-50k Employees (India)
261,Cogent E Service...,3.4,(1.6k Reviews),Private,"Noida,Uttar Pradesh + 26 more",18 years old,10k-50k Employees (India)
262,Aakash Institute,3.7,(1.8k Reviews),Private,"New Delhi,Delhi + 137 more",34 years old,1k-5k Employees (India)
263,Aarti Industries,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra + 33 more",47 years old,5k-10k Employees (India)
264,Reliance Digital,4.3,(1.6k Reviews),Private,"Mumbai,Maharashtra + 218 more",15 years old,5k-10k Employees (India)
265,Nestle,4.1,(1.7k Reviews),Public,Vevey + 179 more,63 years old,10k-50k Employees (India)
266,Blue Dart Expres...,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra + 189 more",39 years old,10k-50k Employees (India)
267,Tata AIG,4.1,(1.5k Reviews),Private,"Mumbai,Maharashtra + 180 more",22 years old,5k-10k Employees (India)
268,HCL Infosystems,3.9,(1.5k Reviews),Public,"Noida,Uttar Pradesh + 102 more",46 years old,10k-50k Employees (India)
269,Mankind Pharma,4.2,(1.8k Reviews),Private,"New Delhi,Delhi + 146 more",27 years old,5k-10k Employees (India)
270,AFCONS Infrastru...,4.4,(1.5k Reviews),Partnership,"Mumbai,Maharashtra + 70 more",63 years old,1k-5k Employees (India)
271,JMC Projects,4.3,(1.5k Reviews),Public,"Mumbai,Maharashtra + 93 more",40 years old,1k-5k Employees (India)
272,Persistent Syste...,4.1,(1.5k Reviews),Public,"Pune,Maharashtra + 8 more",32 years old,10k-50k Employees (India)
273,R1 RCM,4.0,(1.5k Reviews),Private,"Murray,Utah + 14 more",19 years old,5k-10k Employees (India)
274,Pfizer,4.2,(4.9k Reviews),Public,"Chennai,Tamil Nadu + 97 more",18 years old,5k-10k Employees (India)
275,Life Insurance C...,4.4,(1.5k Reviews),Private,Mumbai + 350 more,66 years old,1 Lakh+ Employees (India)
276,Voltas,4.1,(1.6k Reviews),Public,"Mumbai,Maharashtra + 137 more",68 years old,5k-10k Employees (India)
277,I Process Servic...,4.0,(1.5k Reviews),Private,"Mumbai,Maharashtra + 213 more",17 years old,1k-5k Employees (India)
278,Delhi Public Sch...,3.9,(1.5k Reviews),Public,"Greater Noida,Uttar Pradesh + 207 more",24 years old,1k-5k Employees (India)
279,Access Healthcar...,4.1,(1.5k Reviews),Private,"Dallas,Texas + 15 more",11 years old,1k-5k Employees (India)
280,G4S,4.1,(1.5k Reviews),Private,"Gurgaon/Gurugram,Haryana + 99 more",26 years old,1 Lakh+ Employees (India)
281,Birla Sun Life I...,4.2,(1.5k Reviews),Private,"Mumbai,Maharashtra + 280 more",22 years old,10k-50k Employees (India)
282,Zensar Technolog...,3.9,(1.5k Reviews),Public,"Pune,Maharashtra + 18 more",21 years old,5k-10k Employees (India)
283,Raymond,4.0,(1.7k Reviews),Public,New York + 106 more,97 years old,5k-10k Employees (India)
284,Samsung Electron...,4.1,(1.4k Reviews),Noida + 168 more,,,
285,Aditya Birla Gro...,4.2,(15.6k Reviews),"Mumbai,Maharashtra + 190 more",165 years old,50k-1 Lakh Employees (India),
286,Walmart,4.2,(12.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 71 more",13 years old,5k-10k Employees (India)
287,Exide Industries,3.8,(1.5k Reviews),Public,"Kolkata,West Bengal + 163 more",75 years old,1k-5k Employees (India)
288,Fiserv,3.9,(1.4k Reviews),Private,"Brookfield,Wisconsin + 21 more",38 years old,5k-10k Employees (India)
289,Paras Hospital,4.7,(1.4k Reviews),Private,"Gurgaon/Gurugram,Haryana + 24 more",16 years old,1k-5k Employees (India)
290,United Phosphoru...,4.3,(1.4k Reviews),Public,"Mumbai,Maharashtra + 110 more",53 years old,5k-10k Employees (India)
291,Micro Labs,3.8,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 97 more",49 years old,10k-50k Employees (India)
292,ACT Fibernet,4.1,(1.4k Reviews),Private,"Bengaluru/Bangalore,Karnataka + 32 more",22 years old,5k-10k Employees (India)
293,R.R. Donnelley,4.1,(1.4k Reviews),Private,"Chicago,Illinois + 9 more",158 years old,5k-10k Employees (India)
294,PepsiCo,4.2,(1.5k Reviews),Private,"Harrison,New York + 175 more",33 years old,1 Lakh+ Employees (India)
295,BHEL,4.3,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 84 more",58 years old,10k-50k Employees (India)
296,Birlasoft,3.8,(1.4k Reviews),Public,"Pune,Maharashtra + 24 more",27 years old,10k-50k Employees (India)
297,Statestreet HCL ...,3.4,(1.4k Reviews),Private,New Delhi + 10 more,10 years old,5k-10k Employees (India)
298,PVR Cinemas,4.2,(1.4k Reviews),Public,Gurgaon + 87 more,25 years old,5k-10k Employees (India)
299,Lenskart,3.1,(1.4k Reviews),Private,"Delhi,NCT + 104 more",12 years old,1k-5k Employees (India)
300,Poonawalla Finco...,4.1,(1.7k Reviews),Public,"Mumbai,Maharashtra + 241 more",34 years old,5k-10k Employees (India)
301,Ajanta Pharma,4.0,(1.4k Reviews),Public,"Mumbai,Maharashtra + 81 more",49 years old,1k-5k Employees (India)
302,NIIT Technologie...,3.5,(1.4k Reviews),Public,"Noida,Uttar Pradesh + 76 more",18 years old,5k-10k Employees (India)
303,TVS Supply Chain...,4.1,(1.5k Reviews),"Chennai,Tamil Nadu + 110 more",126 years old,1k-5k Employees (India),
304,AGS Health,4.1,(1.4k Reviews),Private,Washington DC + 23 more,11 years old,5k-10k Employees (India)
305,HDFC Sales,4.1,(1.4k Reviews),Private,"Mumbai,Maharashtra + 215 more",18 years old,10k-50k Employees (India)
306,Renault-Nissan,4.1,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 63 more",12 years old,10k-50k Employees (India)
307,Tata Technologie...,3.5,(1.4k Reviews),Private,Singapore + 33 more,33 years old,5k-10k Employees (India)
308,The Himalaya Dru...,4.2,(1.4k Reviews),Private,"San Francisco,California + 150 more",92 years old,1k-5k Employees (India)
309,Legato Health Te...,4.1,(1.4k Reviews),LLP,"Bangalore/Bengaluru,Karnataka + 8 more",5 years old,5k-10k Employees (India)
310,Cholamandalam MS...,4.0,(1.4k Reviews),JV,"Chennai,Tamil Nadu + 263 more",21 years old,50k-1 Lakh Employees (India)
311,Blue Star,4.1,(1.4k Reviews),Public,"Mumbai,Maharashtra + 101 more",79 years old,1k-5k Employees (India)
312,Mahindra Holiday...,3.7,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 86 more",26 years old,5k-10k Employees (India)
313,Sonalika Tractor...,3.9,(1.3k Reviews),Private,"Hoshiarpur,Punjab + 120 more",53 years old,1k-5k Employees (India)
314,Britannia,4.2,(1.3k Reviews),Public,"Reading,Reading + 163 more",130 years old,5k-10k Employees (India)
315,Emcure Pharmaceu...,4.1,(1.4k Reviews),Private,Pune + 78 more,41 years old,5k-10k Employees (India)
316,Exide Life Insur...,3.7,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 185 more",21 years old,1k-5k Employees (India)
317,Dalmia Bharat Ce...,4.1,(1.4k Reviews),Public,"Delhi/NCR,New Delhi + 133 more",87 years old,5k-10k Employees (India)
318,Societe Generale,3.9,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",22 years old,1k-5k Employees (India)
319,Bajaj Allianz Ge...,4.3,(1.3k Reviews),Pune + 154 more,,,
320,Sterling & Wilso...,4.2,(1.3k Reviews),Private,Mumbai + 66 more,95 years old,5k-10k Employees (India)
321,Johnson Controls,4.0,(2.2k Reviews),Public,Cork + 51 more,27 years old,5k-10k Employees (India)
322,TVS Sundram Fast...,3.9,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 34 more",56 years old,1k-5k Employees (India)
323,Mahindra Rural H...,4.2,(1.3k Reviews),Public,"Mumbai,Maharashtra + 303 more",15 years old,5k-10k Employees (India)
324,Extramarks Educa...,3.8,(1.3k Reviews),Private,"Noida,Uttar Pradesh + 90 more",15 years old,1k-5k Employees (India)
325,Shahi Exports,4.1,(1.3k Reviews),Private,"Faridabad,Haryana + 47 more",48 years old,1 Lakh+ Employees (India)
326,café Coffee day,4.1,(1.3k Reviews),Private,"Bengaluru,Karnataka + 79 more",26 years old,10k-50k Employees (India)
327,Big Bazaar,4.2,(1.3k Reviews),Private,"Mumbai,Maharashtra + 147 more",21 years old,10k-50k Employees (India)
328,UNO Minda,4.1,(1.3k Reviews),Gurgaon + 60 more,64 years old,1k-5k Employees (India),
329,Yazaki,4.0,(1.3k Reviews),Private,"Tokyo,Tokyo + 45 more",81 years old,10k-50k Employees (India)
330,Ambuja Cements,4.0,(1.3k Reviews),Public,"Mumbai,Maharashtra + 163 more",39 years old,5k-10k Employees (India)
331,Bhushan Power & ...,3.9,(1.3k Reviews),Private,"Delhi/NCR,New Delhi + 46 more",52 years old,10k-50k Employees (India)
332,Reliance SMSL,4.1,(1.3k Reviews),Public,Mumbai + 335 more,15 years old,1k-5k Employees (India)
333,Honda,4.2,(4.3k Reviews),Private,"Greater Noida,Uttar Pradesh + 172 more",37 years old,10k-50k Employees (India)
334,Force Motors,3.4,(1.3k Reviews),Public,"Pune,Maharashtra + 72 more",64 years old,1k-5k Employees (India)
335,Indian Navy,4.6,(1.3k Reviews),Private,"Delhi/NCR,Delhi + 54 more",72 years old,50k-1 Lakh Employees (India)
336,Tech Mahindra Bu...,3.6,(1.3k Reviews),Public,"Mumbai,Maharashtra + 30 more",19 years old,1k-5k Employees (India)
337,Shriram City,4.1,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 347 more",36 years old,10k-50k Employees (India)
338,IGT Solutions,3.7,(1.3k Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",24 years old,5k-10k Employees (India)
339,Brakes India,4.2,(1.3k Reviews),Partnership,"Chennai,Tamil Nadu + 54 more",60 years old,1k-5k Employees (India)
340,V-Mart,4.4,(1.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 194 more",20 years old,5k-10k Employees (India)
341,DS Group,4.1,(1.4k Reviews),Private,"Noida,Uttar Pradesh + 126 more",93 years old,1k-5k Employees (India)
342,CG Power and Ind...,3.8,(1.2k Reviews),Public,"Mumbai,Maharashtra + 87 more",85 years old,1k-5k Employees (India)
343,TVS Credit,4.3,(1.2k Reviews),Public,"Chennai,Tamil Nadu + 202 more",14 years old,10k-50k Employees (India)
344,Sobha,4.0,(1.3k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 32 more",27 years old,1k-5k Employees (India)
345,Indus Towers,4.1,(1.2k Reviews),Private,"Gurgaon,Haryana + 97 more",15 years old,5k-10k Employees (India)
346,JK Tyres,3.9,(1.2k Reviews),Private,New Delhi + 107 more,71 years old,1k-5k Employees (India)
347,Thomson Reuters,4.3,(1.3k Reviews),Private,Toronto + 18 more,14 years old,5k-10k Employees (India)
348,Parle Agro,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 133 more",38 years old,1k-5k Employees (India)
349,Datamatics Globa...,3.6,(1.6k Reviews),Public,Mumbai + 22 more,47 years old,1k-5k Employees (India)
350,Whirlpool,4.2,(1.2k Reviews),Public,Michigan + 110 more,111 years old,5k-10k Employees (India)
351,Shree Cement,4.3,(1.2k Reviews),Public,"Kolkata,West Bengal + 138 more",43 years old,5k-10k Employees (India)
352,Indiabulls,3.7,(4.0k Reviews),Public,"Gurgaon/Gurugram,Haryana + 141 more",22 years old,10k-50k Employees (India)
353,State Street Cor...,3.8,(1.4k Reviews),Private,"Boston,Massachusetts + 12 more",230 years old,10k-50k Employees (India)
354,Reliance Trends,4.3,(1.2k Reviews),Private,"Navi Mumbai,Maharashtra + 244 more",16 years old,1 Lakh+ Employees (India)
355,GVK Emergency Ma...,3.8,(1.2k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 104 more",17 years old,10k-50k Employees (India)
356,Wockhardt,4.1,(1.7k Reviews),Public,"Mumbai,Maharashtra + 67 more",23 years old,5k-10k Employees (India)
357,3i Infotech,3.6,(1.2k Reviews),Public,"Mumbai,Maharashtra + 83 more",29 years old,5k-10k Employees (India)
358,Myntra,4.2,(1.3k Reviews),Private,"Bangalore,Karnataka + 81 more",15 years old,5k-10k Employees (India)
359,Bharti AXA Life ...,3.9,(1.2k Reviews),Private,Mumbai + 194 more,16 years old,5k-10k Employees (India)
360,Lodha group,4.2,(1.2k Reviews),Private,"Mumbai,Maharashtra + 17 more",42 years old,1k-5k Employees (India)
361,Delphi TVS,4.0,(1.2k Reviews),Private,"Kanchipuram,Tamil Nadu + 24 more",33 years old,1k-5k Employees (India)
362,Tata Motors Fina...,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 200 more",65 years old,1k-5k Employees (India)
363,Sterlite Technol...,4.2,(1.2k Reviews),Public,"Pune,Maharashtra + 51 more",34 years old,5k-10k Employees (India)
364,GE,4.2,(3.2k Reviews),Private,"Boston,Massachusetts + 53 more",130 years old,10k-50k Employees (India)
365,BlackBuck,4.0,(1.2k Reviews),Private,"Bangalore,Karnataka + 189 more",7 years old,1k-5k Employees (India)
366,ICICI Securities,3.7,(1.2k Reviews),Public,"Mumbai,Maharashtra + 100 more",27 years old,5k-10k Employees (India)
367,BT Group,4.3,(2.5k Reviews),Private,London + 12 more,176 years old,10k-50k Employees (India)
368,Grasim Industrie...,4.2,(6.2k Reviews),Public,Nagda + 49 more,75 years old,10k-50k Employees (India)
369,IKS Health,3.6,(1.2k Reviews),Private,"Mumbai,Maharashtra + 9 more",15 years old,1k-5k Employees (India)
370,SRF,4.3,(1.8k Reviews),Public,"Gurgaon/Gurugram,Haryana + 39 more",52 years old,1k-5k Employees (India)
371,Mahindra Logisti...,4.1,(1.2k Reviews),Public,"Mumbai,Maharashtra + 89 more",22 years old,1k-5k Employees (India)
372,Endurance Techno...,3.8,(1.2k Reviews),Public,"Aurangabad,Maharashtra + 29 more",37 years old,1k-5k Employees (India)
373,Gabriel India,4.3,(1.2k Reviews),Public,"Pune,Maharashtra + 32 more",61 years old,1k-5k Employees (India)
374,Info Edge,4.0,(1.8k Reviews),Public,"Noida,Uttar Pradesh + 53 more",27 years old,1k-5k Employees (India)
375,Synechron,4.2,(1.5k Reviews),Private,"New York,New York + 13 more",21 years old,5k-10k Employees (India)
376,Kansai Nerolac P...,3.9,(1.2k Reviews),Public,"Mumbai,Maharashtra + 120 more",102 years old,1k-5k Employees (India)
377,Yamaha Motor,3.9,(1.3k Reviews),Private,"Iwata,Shizuoka + 105 more",15 years old,1k-5k Employees (India)
378,AXA Business Ser...,3.9,(1.2k Reviews),Private,Paris + 4 more,27 years old,1k-5k Employees (India)
379,Future Generali ...,4.0,(1.2k Reviews),Private,Mumbai + 142 more,15 years old,1k-5k Employees (India)
380,Sopra Steria,4.2,(1.3k Reviews),Private,"Paris,Ile-de-France + 8 more",54 years old,5k-10k Employees (India)
381,Kalpataru Power ...,4.2,(2.7k Reviews),Public,"Mumbai,Maharashtra + 140 more",41 years old,1k-5k Employees (India)
382,JCB,4.0,(1.1k Reviews),Private,"Rocester,Staffordshire + 71 more",77 years old,1k-5k Employees (India)
383,Cadila Pharmaceu...,3.7,(1.1k Reviews),Public,"Ahmedabad,Gujrat + 96 more",71 years old,5k-10k Employees (India)
384,Sigma Electric M...,3.9,(1.1k Reviews),Private,"Garner,North Carolina + 18 more",40 years old,1k-5k Employees (India)
385,Bharat Petroleum,4.1,(1.1k Reviews),Private,"Mumbai,Maharashtra + 181 more",70 years old,50k-1 Lakh Employees (India)
386,Oberoi Group of ...,4.2,(1.1k Reviews),Private,"Delhi/NCR,Delhi + 30 more",88 years old,1k-5k Employees (India)
387,Barclays,4.2,(2.8k Reviews),Private,London + 21 more,332 years old,10k-50k Employees (India)
388,CSS Corp,3.7,(1.2k Reviews),Private,"San Jose,California + 20 more",26 years old,5k-10k Employees (India)
389,Lucas-TVS,4.0,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 45 more",61 years old,5k-10k Employees (India)
390,Blinkit,3.8,(1.1k Reviews),Private,"Gurgaon,Haryana + 48 more",9 years old,5k-10k Employees (India)
391,Karvy Data Manag...,3.5,(1.1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 87 more",14 years old,1k-5k Employees (India)
392,Tata Capital Fin...,4.3,(1.1k Reviews),Public,Mumbai + 121 more,15 years old,1k-5k Employees (India)
393,Power Mech Proje...,3.8,(1.1k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 87 more",15 years old,1k-5k Employees (India)
