,Name,Rating,Reviews,Type,Head Quarter,Old,Employees
8862,Kerakoll,4.7,(58 Reviews),Private,Sassuolo + 17 more,54 years old,51-200 Employees (India)
8863,Techmagnate,4.0,(58 Reviews),Private,"Delhi/NCR,Delhi",4 years old,201-500 Employees (India)
8864,Indira Gandhi Na...,4.1,(58 Reviews),Public,"Delhi/NCR,Delhi + 13 more",37 years old,501-1k Employees (India)
8865,XL India Busines...,3.8,(58 Reviews),Private,"Hamilton,Hamilton + 2 more",19 years old,1k-5k Employees (India)
8866,Cades Studec Tec...,3.9,(58 Reviews),Private,Bengaluru,16 years old,51-200 Employees (India)
8867,Yuva Parivartan,3.6,(58 Reviews),NGO/NPO,"Mumbai,Maharashtra + 17 more",24 years old,51-200 Employees (India)
8868,Pyramid E Servic...,3.0,(58 Reviews),Private,"New Delhi,Delhi + 10 more",17 years old,11-50 Employees (India)
8869,Sankei Giken,4.2,(58 Reviews),Tokyo,74 years old,51-200 Employees (India),
8870,Pathfinder Educa...,2.9,(58 Reviews),Private,Kolkata + 9 more,32 years old,51-200 Employees (India)
8871,Chhaya Prakashan...,3.3,(58 Reviews),Private,"Kolkata,West Bengal + 2 more",37 years old,51-200 Employees (India)
8872,Nestor Pharmaceu...,3.7,(58 Reviews),Public,New Delhi + 6 more,105 years old,51-200 Employees (India)
8873,National Environ...,4.4,(58 Reviews),Nagpur + 6 more,64 years old,501-1k Employees (India),
8874,Rij Engineering,3.6,(58 Reviews),Private,Pune,31 years old,51-200 Employees (India)
8875,Finolex Pipes,4.4,(58 Reviews),Pune + 14 more,1-10 Employees (India),,
8876,Margdarshak Fina...,3.5,(58 Reviews),Private,Lucknow + 20 more,15 years old,51-200 Employees (India)
8877,Burman Hospitali...,4.0,(58 Reviews),Private,"Delhi/NCR,New Delhi + 7 more",8 years old,201-500 Employees (India)
8878,Bhaktivedanta Ho...,4.4,(58 Reviews),Private,"Thane,Maharashtra + 4 more",24 years old,51-200 Employees (India)
8879,Edelweiss Agri V...,4.4,(58 Reviews),Mumbai + 23 more,8 years old,201-500 Employees (India),
8880,Simplex Castings,3.6,(58 Reviews),Public,Mumbai + 4 more,52 years old,1k-5k Employees (India)
8881,Visen Industries,3.8,(58 Reviews),Public,"Mumbai,Maharashtra + 4 more",37 years old,1k-5k Employees (India)
8882,Beam Global Spir...,4.4,(58 Reviews),Private,Chicago + 17 more,8 years old,501-1k Employees (India)
8883,Swarna Pragati H...,4.2,(58 Reviews),Nagpur + 18 more,13 years old,51-200 Employees (India),
8884,MES,4.0,(58 Reviews),Private,Rockville + 21 more,30 years old,
8885,Presto Stantest,4.2,(58 Reviews),Faridabad + 5 more,40 years old,51-200 Employees (India),
8886,McGraw-Hill Educ...,3.5,(58 Reviews),Private,"New York,New York + 12 more",3 years old,201-500 Employees (India)
8887,Unique Enterpris...,3.8,(58 Reviews),Private,New Delhi + 19 more,24 years old,11-50 Employees (India)
8888,Topsel Toyota,4.6,(58 Reviews),Private,Kolkata + 2 more,41 years old,201-500 Employees (India)
8889,Bernhard Schulte...,3.9,(58 Reviews),Private,"Hamburg,Hamburg + 6 more",139 years old,51-200 Employees (India)
8890,University of Mu...,3.8,(58 Reviews),Private,Mumbai + 3 more,165 years old,1k-5k Employees (India)
8891,Medsource Ozone ...,4.0,(58 Reviews),Private,"Faridabad,Haryana + 14 more",19 years old,201-500 Employees (India)
8892,Ford Technology ...,4.3,(58 Reviews),Private,"Dearborn,Michigan + 2 more",27 years old,201-500 Employees (India)
8893,UTL Technologies,3.8,(58 Reviews),Public,Bangalore + 14 more,21 years old,51-200 Employees (India)
8894,GSECL,4.0,(58 Reviews),Private,Vadodara + 10 more,29 years old,5k-10k Employees (India)
8895,IMS Learning Res...,3.5,(58 Reviews),Private,"Mumbai,Maharashtra + 14 more",45 years old,51-200 Employees (India)
8896,William Penn,4.0,(58 Reviews),Private,Banglore + 7 more,20 years old,201-500 Employees (India)
8897,Epic Research,3.6,(58 Reviews),Private,"Indore,Madhya Pradesh",11 years old,51-200 Employees (India)
8898,Orient Abrasives,4.0,(58 Reviews),Public,Mumbai + 3 more,48 years old,51-200 Employees (India)
8899,La opala rg,3.4,(58 Reviews),Public,Kolkata + 4 more,35 years old,201-500 Employees (India)
8900,Think Future Tec...,4.0,(58 Reviews),Private,Gurgaon/Gurugram + 2 more,16 years old,201-500 Employees (India)
8901,Tata Docomo,3.8,(58 Reviews),Mumbai + 23 more,26 years old,1k-5k Employees (India),
8902,Bajaj Electronic...,4.4,(58 Reviews),Hyderabad/Secunderabad + 9 more,11-50 Employees (India),,
8903,Club Oxygen,4.4,(58 Reviews),Public,"Mumbai,Maharashtra + 14 more",4 years old,1-10 Employees (India)
8904,Mahindra Teqo,4.2,(58 Reviews),Mumbai + 17 more,501-1k Employees (India),,
8905,Kartavya Healthe...,3.5,(58 Reviews),Private,"Goregaon,Maharashtra + 5 more",14 years old,11-50 Employees (India)
8906,Rij Engineering,3.6,(58 Reviews),Private,Pune,31 years old,51-200 Employees (India)
8907,Sourcedesk Globa...,4.5,(58 Reviews),Private,"Toronto,Ontario",12 years old,51-200 Employees (India)
8908,DE Diamond Elect...,4.2,(58 Reviews),Osaka + 3 more,85 years old,501-1k Employees (Global),
8909,Skylark Infra En...,3.9,(58 Reviews),Private,Gurgaon + 8 more,22 years old,201-500 Employees (India)
8910,Shri Ram Murti S...,4.0,(58 Reviews),Private,Bareilly + 2 more,32 years old,501-1k Employees (Global)
8911,Orthosquare Dent...,4.2,(58 Reviews),Mumbai + 10 more,,,
8912,Baazar Kolkata,4.1,(58 Reviews),Kolkata + 19 more,201-500 Employees (India),,
8913,Txd (india) Tech...,4.1,(58 Reviews),Bawal + 3 more,51-200 Employees (India),,
8914,Leverage Edu,4.0,(58 Reviews),Private,"Delhi,NCT + 4 more",5 years old,51-200 Employees (India)
8915,Realme,4.3,(58 Reviews),Gurgaon/Gurugram + 22 more,10k-50k Employees (India),,
8916,Annova Solutions,4.1,(58 Reviews),10k-50k Employees (India),,,
8917,Pearl Organisati...,3.6,(58 Reviews),51-200 Employees (India),,,
8918,Tarento Technolo...,4.3,(58 Reviews),Private,Stockholm + 1 more,13 years old,201-500 Employees (India)
8919,GD Goenka Intern...,4.0,(58 Reviews),Surat + 5 more,,,
8920,Manya - The Prin...,3.4,(58 Reviews),Private,New Delhi + 9 more,20 years old,1 Lakh+ Employees (India)
8921,Drip Capital,4.7,(58 Reviews),Private,"Palo Alto,California + 2 more",8 years old,201-500 Employees (India)
8922,Kanerika Softwar...,4.5,(58 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",7 years old,51-200 Employees (India)
8923,Schenck Rotec,4.5,(58 Reviews),Private,Darmstadt + 7 more,27 years old,51-200 Employees (India)
8924,Accu Pack Engine...,3.4,(58 Reviews),Private,Navi Mumbai + 2 more,14 years old,11-50 Employees (India)
8925,Apeejay Surrendr...,4.1,(507 Reviews),Private,Kolkata + 10 more,112 years old,10k-50k Employees (India)
8926,eBay,4.2,(59 Reviews),Private,"San Jose,California + 11 more",27 years old,1k-5k Employees (India)
8927,T2S Software Sol...,3.4,(57 Reviews),Private,"Stoke-on-Trent,England",6 years old,201-500 Employees (India)
8928,UMSL,3.8,(57 Reviews),Public,Bhubaneswar + 4 more,32 years old,501-1k Employees (India)
8929,Healthcare Infor...,3.4,(57 Reviews),Private,"Vadodara/Baroda,Gujarat + 4 more",16 years old,201-500 Employees (Global)
8930,Bagrrys India,4.6,(57 Reviews),Private,"Delhi/NCR,New Delhi + 10 more",36 years old,51-200 Employees (India)
8931,NTT Communicatio...,4.1,(57 Reviews),Private,"Chiyoda City,Tokyo + 9 more",23 years old,51-200 Employees (India)
8932,SoftNice,3.4,(57 Reviews),Private,"Allentown,PA + 5 more",21 years old,501-1k Employees (India)
8933,Pravin Masalewal...,4.4,(57 Reviews),Private,Pune + 12 more,60 years old,501-1k Employees (India)
8934,Pokarna,3.9,(57 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 1 more",21 years old,1k-5k Employees (India)
8935,codeMantra,3.6,(57 Reviews),Private,"Burlington,Massachusetts",18 years old,201-500 Employees (India)
8936,Sun Pharma Advan...,4.2,(57 Reviews),Public,Mumbai + 8 more,16 years old,201-500 Employees (India)
8937,Gemini Communica...,4.2,(57 Reviews),Public,"New York City,New York + 17 more",27 years old,11-50 Employees (India)
8938,Metaminds Softwa...,3.0,(57 Reviews),Private,Hyderabad + 1 more,22 years old,51-200 Employees (India)
8939,Goqii,3.7,(57 Reviews),Private,"Mumbai,Maharashtra + 7 more",8 years old,51-200 Employees (India)
8940,Sun Pharma Advan...,4.2,(57 Reviews),Public,Mumbai + 8 more,16 years old,201-500 Employees (India)
8941,Pride Technologi...,4.2,(57 Reviews),Private,New York + 3 more,40 years old,51-200 Employees (India)
8942,Mediaocean,4.3,(57 Reviews),Private,New York,55 years old,201-500 Employees (India)
8943,Pearson,4.4,(57 Reviews),Private,London + 9 more,178 years old,10k-50k Employees (Global)
8944,Ascentrik Resear...,1.7,(57 Reviews),Private,"Mumbai,Maharashtra + 3 more",12 years old,201-500 Employees (India)
8945,Gemini Communica...,4.2,(57 Reviews),Public,"New York City,New York + 17 more",27 years old,11-50 Employees (India)
8946,Pravin Masalewal...,4.4,(57 Reviews),Private,Pune + 12 more,60 years old,501-1k Employees (India)
8947,codeMantra,3.6,(57 Reviews),Private,"Burlington,Massachusetts",18 years old,201-500 Employees (India)
8948,One Auto,4.0,(57 Reviews),Private,Kolkata + 6 more,11 years old,201-500 Employees (India)
8949,Kmg Infotech,3.6,(57 Reviews),Private,"Melville,New York + 1 more",32 years old,51-200 Employees (India)
8950,VPS Rockland,3.7,(57 Reviews),Private,New Delhi,20 years old,1k-5k Employees (Global)
8951,Azuga Telematics,3.5,(57 Reviews),Private,"San Jose,California",10 years old,51-200 Employees (India)
8952,RG Group,2.9,(57 Reviews),Private,New Delhi + 3 more,22 years old,201-500 Employees (Global)
8953,Hoonartek,4.4,(57 Reviews),Private,Pune + 2 more,12 years old,501-1k Employees (India)
8954,Century Real Est...,3.9,(57 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",49 years old,201-500 Employees (India)
8955,Mantena Group,4.5,(57 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",12 years old,201-500 Employees (India)
8956,Nabard Consultan...,4.0,(57 Reviews),Private,New Delhi + 15 more,19 years old,201-500 Employees (India)
8957,Inamdar Multispe...,4.2,(57 Reviews),Private,"Pune,Maharashtra",12 years old,51-200 Employees (India)
8958,Jaguar Overseas,3.8,(57 Reviews),Public,"Delhi/NCR,New Delhi + 5 more",31 years old,51-200 Employees (India)
8959,IVL Dhunseri Pet...,4.2,(57 Reviews),Kolkata + 4 more,7 years old,1k-5k Employees (India),
8960,Eicher Engineeri...,4.3,(57 Reviews),Private,"Dewas,Madhya Pradesh + 4 more",30 years old,51-200 Employees (India)
8961,Premier Carworld,2.7,(57 Reviews),Private,Kolkata + 1 more,12 years old,10k-50k Employees (India)
8962,Lal Baba Seamles...,3.9,(57 Reviews),Private,"Kolkata,West Bengal + 2 more",16 years old,51-200 Employees (India)
8963,Premium Chick Fe...,4.0,(57 Reviews),Pune + 24 more,31 years old,501-1k Employees (India),
8964,NTT Communicatio...,4.1,(57 Reviews),Private,"Chiyoda City,Tokyo + 9 more",23 years old,51-200 Employees (India)
8965,Getronics,4.4,(57 Reviews),Private,"Amsterdam,North Holland + 6 more",135 years old,201-500 Employees (India)
8966,SoftNice,3.4,(57 Reviews),Private,"Allentown,PA + 5 more",21 years old,501-1k Employees (India)
8967,Maven Infotech,2.5,(57 Reviews),Private,"Kolkata,West Bengal",14 years old,11-50 Employees (India)
8968,Dhanush InfoTech,4.0,(57 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 6 more",14 years old,51-200 Employees (India)
8969,K7 Computing,4.3,(57 Reviews),Private,"Chennai,Tamil Nadu + 10 more",31 years old,51-200 Employees (India)
8970,Saggraha Managem...,4.5,(57 Reviews),"Bangalore,Karnataka + 20 more",8 years old,201-500 Employees (India),
8971,LG Service,4.4,(57 Reviews),Private,Huntsville + 31 more,1 Lakh+ Employees (India),
8972,Pace IIT & Medic...,3.3,(57 Reviews),Private,Mumbai + 15 more,23 years old,51-200 Employees (India)
8973,Chandusoft Techn...,3.7,(57 Reviews),Private,Bengaluru + 3 more,11 years old,201-500 Employees (India)
8974,Ruparel Realty,3.5,(57 Reviews),Private,Mumbai + 2 more,22 years old,201-500 Employees (India)
8975,KCCEC,4.1,(57 Reviews),Private,Kuwait City + 2 more,55 years old,201-500 Employees (Global)
8976,Freudenberg Gala...,4.4,(57 Reviews),Private,Mumbai + 9 more,13 years old,51-200 Employees (India)
8977,Modern Informati...,3.4,(57 Reviews),Private,"Navi Mumbai,Maharashtra + 7 more",11 years old,201-500 Employees (India)
8978,SupportMart,3.4,(57 Reviews),Private,New York + 2 more,11 years old,51-200 Employees (India)
8979,BK Gulf LLC,4.1,(57 Reviews),Private,Dubai + 4 more,44 years old,11-50 Employees (India)
8980,Fairfield  Marri...,4.2,(57 Reviews),Bengaluru + 15 more,35 years old,5k-10k Employees (Global),
8981,Computer Junctio...,3.4,(57 Reviews),Private,New Delhi + 5 more,27 years old,201-500 Employees (India)
8982,Marwadi Universi...,3.4,(57 Reviews),Private,Rajkot + 2 more,6 years old,201-500 Employees (India)
8983,Phronesis Partne...,3.8,(57 Reviews),Boston,9 years old,201-500 Employees (India),
8984,Indus Projects,4.0,(57 Reviews),Private,Hyderabad + 7 more,21 years old,201-500 Employees (India)
8985,Njs Engineers In...,4.3,(57 Reviews),Private,Pune + 11 more,15 years old,51-200 Employees (India)
8986,Besmak Component...,3.8,(57 Reviews),Kanchipuram + 5 more,28 years old,201-500 Employees (India),
8987,Rakesh Masala,4.1,(57 Reviews),Private,"Noida,Uttar Pradesh + 14 more",26 years old,201-500 Employees (India)
8988,Kohinoor Technic...,3.8,(57 Reviews),Mumbai + 9 more,55 years old,11-50 Employees (India),
8989,ICAT,3.5,(57 Reviews),Private,"Chennai,Tamil Nadu + 3 more",18 years old,1-10 Employees (India)
8990,Planit Testing I...,3.4,(57 Reviews),Private,"Sydney,NSW + 1 more",25 years old,201-500 Employees (India)
8991,Go Go Internatio...,4.4,(57 Reviews),Bengaluru + 4 more,39 years old,1k-5k Employees (India),
8992,Skypack,3.4,(57 Reviews),Private,Faridabad + 4 more,49 years old,201-500 Employees (India)
8993,Kalburgi Cement,3.7,(57 Reviews),Private,Hyderabad + 5 more,14 years old,50k-1 Lakh Employees (India)
8994,Crystal Voxx,3.8,(57 Reviews),LLP,Larenceville + 2 more,30 years old,51-200 Employees (India)
8995,Synergy Systems ...,4.0,(57 Reviews),Private,Faridabad + 6 more,28 years old,51-200 Employees (India)
8996,Metaminds Softwa...,3.0,(57 Reviews),Private,Hyderabad + 1 more,22 years old,51-200 Employees (India)
8997,Arihant Superstr...,3.0,(57 Reviews),Public,"Navi Mumbai,Maharashtra + 4 more",39 years old,51-200 Employees (India)
8998,Sapphire Interna...,2.8,(57 Reviews),Private,Noida + 8 more,19 years old,51-200 Employees (Global)
8999,Fairfield  Marri...,4.2,(57 Reviews),Bengaluru + 15 more,35 years old,5k-10k Employees (Global),
9000,Indus Projects,4.0,(57 Reviews),Private,Hyderabad + 7 more,21 years old,201-500 Employees (India)
9001,Besmak Component...,3.8,(57 Reviews),Kanchipuram + 5 more,28 years old,201-500 Employees (India),
9002,Njs Engineers In...,4.3,(57 Reviews),Private,Pune + 11 more,15 years old,51-200 Employees (India)
9003,Computer Junctio...,3.4,(57 Reviews),Private,New Delhi + 5 more,27 years old,201-500 Employees (India)
9004,Planit Testing I...,3.4,(57 Reviews),Private,"Sydney,NSW + 1 more",25 years old,201-500 Employees (India)
9005,Marwadi Universi...,3.4,(57 Reviews),Private,Rajkot + 2 more,6 years old,201-500 Employees (India)
9006,Phronesis Partne...,3.8,(57 Reviews),Boston,9 years old,201-500 Employees (India),
9007,ICAT,3.5,(57 Reviews),Private,"Chennai,Tamil Nadu + 3 more",18 years old,1-10 Employees (India)
9008,Kalburgi Cement,3.7,(57 Reviews),Private,Hyderabad + 5 more,14 years old,50k-1 Lakh Employees (India)
9009,Lal Baba Seamles...,3.9,(57 Reviews),Private,"Kolkata,West Bengal + 2 more",16 years old,51-200 Employees (India)
9010,Jaguar Overseas,3.8,(57 Reviews),Public,"Delhi/NCR,New Delhi + 5 more",31 years old,51-200 Employees (India)
9011,Nabard Consultan...,4.0,(57 Reviews),Private,New Delhi + 15 more,19 years old,201-500 Employees (India)
9012,Premier Carworld,2.7,(57 Reviews),Private,Kolkata + 1 more,12 years old,10k-50k Employees (India)
9013,BAN LABS,3.9,(57 Reviews),Private,"Rajkot,Gujrat + 15 more",56 years old,1k-5k Employees (India)
9014,SupportMart,3.4,(57 Reviews),Private,New York + 2 more,11 years old,51-200 Employees (India)
9015,Century Real Est...,3.9,(57 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",49 years old,201-500 Employees (India)
9016,RPP Infra Projec...,2.9,(57 Reviews),Public,"Chennai,Tamil Nadu + 12 more",34 years old,201-500 Employees (India)
9017,Allzone Manageme...,4.4,(57 Reviews),Private,"Los Angeles,California + 1 more",17 years old,51-200 Employees (India)
9018,GE Money,4.5,(57 Reviews),Public,Norwalk + 13 more,90 years old,1k-5k Employees (India)
9019,BK Gulf LLC,4.1,(57 Reviews),Private,Dubai + 4 more,44 years old,11-50 Employees (India)
9020,Consultancy Serv...,4.3,(57 Reviews),Private,Rajkot + 20 more,12 years old,11-50 Employees (India)
9021,Anvil Cables,4.5,(57 Reviews),Private,Kolkata + 10 more,13 years old,201-500 Employees (India)
9022,Kyb Conmat,3.9,(57 Reviews),Vadodara + 10 more,20 years old,201-500 Employees (India),
9023,Tantia Construct...,4.4,(57 Reviews),Public,"Kolkata,West Bengal + 5 more",58 years old,51-200 Employees (India)
9024,Orange County Re...,3.9,(57 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",28 years old,501-1k Employees (India)
9025,Creative Textile...,4.1,(57 Reviews),Private,Mumbai + 5 more,17 years old,1k-5k Employees (India)
9026,Metahelix Life S...,4.2,(57 Reviews),Bengaluru + 23 more,22 years old,1-10 Employees (India),
9027,Hindusthan Engi...,3.2,(57 Reviews),Kolkata + 8 more,82 years old,1k-5k Employees (India),
9028,Kmg Infotech,3.6,(57 Reviews),Private,"Melville,New York + 1 more",32 years old,51-200 Employees (India)
9029,Ecogreen Energy,3.7,(57 Reviews),Private,Gurugram + 5 more,11 years old,51-200 Employees (India)
9030,Kamani Foods,2.8,(57 Reviews),Private,Mumbai + 5 more,7 years old,51-200 Employees (India)
9031,Dr. Mehta's Hosp...,4.7,(57 Reviews),Private,Chennai + 3 more,89 years old,201-500 Employees (Global)
9032,Edocs Solutions,2.5,(57 Reviews),Public,"Mumbai,Maharashtra",6 years old,51-200 Employees (India)
9033,ICAPIDILITE,4.0,(57 Reviews),Mumbai + 17 more,51-200 Employees (India),,
9034,Stashfin,2.9,(57 Reviews),Private,"Delhi,NCT + 10 more",6 years old,11-50 Employees (India)
9035,Sun Mobility,4.0,(57 Reviews),JV,"Bangalore,Karnataka + 2 more",5 years old,11-50 Employees (India)
9036,Rane Die Cast,4.2,(57 Reviews),Chennai + 5 more,93 years old,501-1k Employees (India),
9037,Servicenow Softw...,4.3,(57 Reviews),Public,"Santa Clara,California + 1 more",18 years old,1k-5k Employees (India)
9038,Cambridge Cour...,4.9,(57 Reviews),,,,
9039,Apollomedics Sup...,4.2,(57 Reviews),"Lucknow,Uttar Pradesh",11 years old,201-500 Employees (India),
9040,Tekion,4.0,(57 Reviews),Private,San Ramon + 1 more,6 years old,1k-5k Employees (India)
9041,Student Life,3.7,(57 Reviews),"Kolkata,West Bengal + 21 more",4 years old,1 Lakh+ Employees (India),
9042,Bhavna Corp.,3.8,(57 Reviews),Private,"Noida,Uttar Pradesh + 3 more",9 years old,201-500 Employees (India)
